commande_id,client_id,produit_id,quantite,prix_unitaire,montant_total,date_commande,statut,mode_paiement,region_livraison,devise,source,annees,mois,trimestre,jour_semaine,montant_attendu,ville,region,segment,date_inscription,nom,categorie,fournisseur,tranche_montant,saison,est_annulee,ca_perdu,delai_inscription_commande
CMD-Q1-02220,CLI0091,PRD0044,7.0,146.42,1024.94,2024-03-08,livrée,CB,PACA,EUR,Q1_2024,2024,3,1,4,1024.9399999999998,Nice,Auvergne-RA,PME,2023-10-18,Produit_Tél_44,Téléphonie,MediaShop,Grand,Printemps,False,0.0,142 days
CMD-Q1-02221,CLI0379,PRD0115,1.0,374.29,374.29,2024-01-16,livrée,CB,Auvergne-RA,EUR,Q1_2024,2024,1,1,1,374.29,Toulouse,Nouvelle-Aquitaine,Particulier,2023-06-05,Produit_Sto_115,Stockage,MediaShop,Moyen,Hiver,False,0.0,225 days
CMD-Q1-02222,CLI0166,PRD0123,4.0,71.91,287.64,2024-03-13,livrée,CB,Nouvelle-Aquitaine,EUR,Q1_2024,2024,3,1,2,287.64,Marseille,Occitanie,Startup,2022-04-16,Produit_Sto_123,Stockage,ElecPlus,Moyen,Printemps,False,0.0,697 days
CMD-Q1-02223,CLI0158,PRD0123,1.0,71.91,71.91,2024-02-27,annulée,Chèque,Île-de-France,EUR,Q1_2024,2024,2,1,1,71.91,Nantes,Nouvelle-Aquitaine,Particulier,2020-01-14,Produit_Sto_123,Stockage,ElecPlus,Petit,Hiver,True,71.91,1505 days
CMD-Q1-02224,CLI0190,PRD0136,7.0,54.7,382.9,2024-01-22,livrée,CB,Occitanie,EUR,Q1_2024,2024,1,1,0,382.90000000000003,Nice,Île-de-France,PME,2023-08-09,Produit_Rés_136,Réseau,MediaShop,Moyen,Hiver,False,0.0,166 days
CMD-Q1-02225,CLI0207,PRD0106,4.0,52.42,209.68,2024-02-09,livrée,PayPal,Occitanie,EUR,Q1_2024,2024,2,1,4,209.68,Nice,Nouvelle-Aquitaine,Particulier,2020-09-18,Produit_Sto_106,Stockage,MediaShop,Moyen,Hiver,False,0.0,1239 days
CMD-Q1-02226,CLI0009,PRD0132,6.0,66.14,396.84,2024-01-25,livrée,CB,PACA,EUR,Q1_2024,2024,1,1,3,396.84000000000003,Nantes,Auvergne-RA,Grand Compte,2021-11-02,Produit_Rés_132,Réseau,MediaShop,Moyen,Hiver,False,0.0,814 days
CMD-Q1-02227,CLI0471,PRD0034,3.0,36.63,109.89,2024-01-10,livrée,CB,PACA,EUR,Q1_2024,2024,1,1,2,109.89000000000001,Lille,Île-de-France,Particulier,2020-12-01,Produit_Tél_34,Téléphonie,MediaShop,Moyen,Hiver,False,0.0,1135 days
CMD-Q1-02228,CLI0215,PRD0086,8.0,74.32,594.56,2024-01-13,en_cours,CB,Auvergne-RA,EUR,Q1_2024,2024,1,1,5,594.56,Lyon,Nouvelle-Aquitaine,PME,2020-10-13,Produit_Acc_86,Accessoires,MediaShop,Grand,Hiver,False,0.0,1187 days
CMD-Q1-02229,CLI0199,PRD0083,1.0,173.76,173.76,2024-01-24,livrée,CB,PACA,EUR,Q1_2024,2024,1,1,2,173.76,Toulouse,Auvergne-RA,Particulier,2021-01-15,Produit_Acc_83,Accessoires,DataStore,Moyen,Hiver,False,0.0,1104 days
CMD-Q1-02230,CLI0008,PRD0119,7.0,496.56,3475.92,2024-03-27,en_cours,PayPal,Occitanie,EUR,Q1_2024,2024,3,1,2,3475.92,Lille,Nouvelle-Aquitaine,PME,2022-04-03,Produit_Sto_119,Stockage,MediaShop,Très grand,Printemps,False,0.0,724 days
CMD-Q1-02231,CLI0030,PRD0150,4.0,81.48,325.92,2024-02-23,livrée,Virement,Occitanie,EUR,Q1_2024,2024,2,1,4,325.92,Nice,PACA,Grand Compte,2022-10-25,Produit_Rés_150,Réseau,MediaShop,Moyen,Hiver,False,0.0,486 days
CMD-Q1-02232,CLI0256,PRD0110,6.0,126.57,759.42,2024-02-22,livrée,PayPal,Nouvelle-Aquitaine,EUR,Q1_2024,2024,2,1,3,759.42,Lille,Nouvelle-Aquitaine,PME,2020-02-19,Produit_Sto_110,Stockage,ElecPlus,Grand,Hiver,False,0.0,1464 days
CMD-Q1-02233,CLI0243,PRD0079,7.0,400.46,2803.22,2024-02-24,en_cours,Chèque,PACA,EUR,Q1_2024,2024,2,1,5,2803.22,Paris,Nouvelle-Aquitaine,Grand Compte,2023-06-01,Produit_Acc_79,Accessoires,TechPro,Très grand,Hiver,False,0.0,268 days
CMD-Q1-02234,CLI0227,PRD0081,9.0,49.36,444.24,2024-02-28,en_cours,Virement,Île-de-France,EUR,Q1_2024,2024,2,1,2,444.24,Nantes,Île-de-France,Particulier,2022-08-13,Produit_Acc_81,Accessoires,ElecPlus,Moyen,Hiver,False,0.0,564 days
CMD-Q1-02235,CLI0345,PRD0073,8.0,200.41,1603.28,2024-01-27,livrée,Virement,Île-de-France,EUR,Q1_2024,2024,1,1,5,1603.28,Marseille,Nouvelle-Aquitaine,Particulier,2020-06-11,Produit_Aud_73,Audio,TechPro,Grand,Hiver,False,0.0,1325 days
CMD-Q1-02236,CLI0435,PRD0054,6.0,124.37,746.22,2024-02-21,livrée,CB,Auvergne-RA,EUR,Q1_2024,2024,2,1,2,746.22,Strasbourg,PACA,Grand Compte,2020-08-17,Produit_Tél_54,Téléphonie,TechPro,Grand,Hiver,False,0.0,1283 days
CMD-Q1-02237,CLI0365,PRD0062,9.0,51.87,466.83,2024-02-12,livrée,Chèque,Nouvelle-Aquitaine,EUR,Q1_2024,2024,2,1,0,466.83,Montpellier,Nouvelle-Aquitaine,Particulier,2021-02-04,Produit_Aud_62,Audio,TechPro,Moyen,Hiver,False,0.0,1103 days
CMD-Q1-02238,CLI0333,PRD0115,3.0,374.29,1122.87,2024-02-01,livrée,Virement,Nouvelle-Aquitaine,EUR,Q1_2024,2024,2,1,3,1122.8700000000001,Strasbourg,Nouvelle-Aquitaine,Startup,2020-07-19,Produit_Sto_115,Stockage,MediaShop,Grand,Hiver,False,0.0,1292 days
CMD-Q1-02239,CLI0416,PRD0068,3.0,12.48,37.44,2024-02-28,livrée,Virement,PACA,EUR,Q1_2024,2024,2,1,2,37.44,Lille,PACA,Particulier,2023-01-30,Produit_Aud_68,Audio,TechPro,Petit,Hiver,False,0.0,394 days
CMD-Q1-02240,CLI0119,PRD0057,4.0,85.5,342.0,2024-02-22,livrée,Chèque,Occitanie,EUR,Q1_2024,2024,2,1,3,342.0,Toulouse,Occitanie,Particulier,2022-11-29,Produit_Aud_57,Audio,TechPro,Moyen,Hiver,False,0.0,450 days
CMD-Q1-02241,CLI0300,PRD0147,2.0,56.16,112.32,2024-01-30,livrée,CB,PACA,EUR,Q1_2024,2024,1,1,1,112.32,Marseille,PACA,Startup,2021-10-22,Produit_Rés_147,Réseau,ElecPlus,Moyen,Hiver,False,0.0,830 days
CMD-Q1-02242,CLI0184,PRD0136,3.0,54.7,164.1,2024-03-17,livrée,CB,Nouvelle-Aquitaine,EUR,Q1_2024,2024,3,1,6,164.10000000000002,Bordeaux,Occitanie,PME,2022-01-20,Produit_Rés_136,Réseau,MediaShop,Moyen,Printemps,False,0.0,787 days
CMD-Q1-02243,CLI0037,PRD0013,3.0,59.14,177.42,2024-02-23,en_cours,CB,PACA,EUR,Q1_2024,2024,2,1,4,177.42000000000002,Toulouse,Nouvelle-Aquitaine,Grand Compte,2023-07-20,Produit_Inf_13,Informatique,ElecPlus,Moyen,Hiver,False,0.0,218 days
CMD-Q1-02244,CLI0056,PRD0132,5.0,66.14,330.7,2024-03-28,annulée,Chèque,PACA,EUR,Q1_2024,2024,3,1,3,330.7,Strasbourg,PACA,Particulier,2021-07-03,Produit_Rés_132,Réseau,MediaShop,Moyen,Printemps,True,330.7,999 days
CMD-Q1-02245,CLI0378,PRD0074,9.0,101.69,915.21,2024-03-23,livrée,PayPal,Occitanie,EUR,Q1_2024,2024,3,1,5,915.21,Toulouse,Île-de-France,Particulier,2021-06-02,Produit_Aud_74,Audio,ElecPlus,Grand,Printemps,False,0.0,1025 days
CMD-Q1-02246,CLI0385,PRD0090,7.0,80.66,564.62,2024-02-21,livrée,CB,Nouvelle-Aquitaine,EUR,Q1_2024,2024,2,1,2,564.62,Paris,Île-de-France,Startup,2023-01-30,Produit_Acc_90,Accessoires,TechPro,Grand,Hiver,False,0.0,387 days
CMD-Q1-02247,CLI0320,PRD0018,6.0,121.33,727.98,2024-01-10,retournée,CB,Auvergne-RA,EUR,Q1_2024,2024,1,1,2,727.98,Marseille,Auvergne-RA,Grand Compte,2020-09-24,Produit_Inf_18,Informatique,MediaShop,Grand,Hiver,False,0.0,1203 days
CMD-Q1-02248,CLI0191,PRD0104,2.0,81.27,162.54,2024-01-13,livrée,CB,Nouvelle-Aquitaine,EUR,Q1_2024,2024,1,1,5,162.54,Marseille,Nouvelle-Aquitaine,Particulier,2023-05-10,Produit_Sto_104,Stockage,MediaShop,Moyen,Hiver,False,0.0,248 days
CMD-Q1-02249,CLI0049,PRD0089,5.0,93.09,465.45,2024-02-28,livrée,CB,Île-de-France,EUR,Q1_2024,2024,2,1,2,465.45000000000005,Marseille,Île-de-France,Particulier,2020-08-23,Produit_Acc_89,Accessoires,ElecPlus,Moyen,Hiver,False,0.0,1284 days
CMD-Q1-02250,CLI0230,PRD0053,1.0,79.12,79.12,2024-01-27,en_cours,CB,Occitanie,EUR,Q1_2024,2024,1,1,5,79.12,Bordeaux,PACA,Startup,2023-05-19,Produit_Tél_53,Téléphonie,ElecPlus,Petit,Hiver,False,0.0,253 days
CMD-Q1-02251,CLI0491,PRD0029,8.0,149.76,1198.08,2024-01-07,livrée,CB,Nouvelle-Aquitaine,EUR,Q1_2024,2024,1,1,6,1198.08,Montpellier,PACA,Particulier,2022-06-11,Produit_Tél_29,Téléphonie,TechPro,Grand,Hiver,False,0.0,575 days
CMD-Q1-02252,CLI0281,PRD0041,1.0,48.15,48.15,2024-02-03,livrée,CB,Nouvelle-Aquitaine,EUR,Q1_2024,2024,2,1,5,48.15,Lille,Nouvelle-Aquitaine,Particulier,2022-11-05,Produit_Tél_41,Téléphonie,TechPro,Petit,Hiver,False,0.0,455 days
CMD-Q1-02253,CLI0498,PRD0113,5.0,82.62,413.1,2024-01-05,livrée,PayPal,PACA,EUR,Q1_2024,2024,1,1,4,413.1,Lyon,Nouvelle-Aquitaine,Particulier,2020-06-18,Produit_Sto_113,Stockage,ElecPlus,Moyen,Hiver,False,0.0,1296 days
CMD-Q1-02254,CLI0166,PRD0053,8.0,79.12,632.96,2024-01-20,livrée,CB,Auvergne-RA,EUR,Q1_2024,2024,1,1,5,632.96,Marseille,Occitanie,Startup,2022-04-16,Produit_Tél_53,Téléphonie,ElecPlus,Grand,Hiver,False,0.0,644 days
CMD-Q1-02255,CLI0227,PRD0027,6.0,45.84,275.04,2024-01-09,livrée,CB,Auvergne-RA,EUR,Q1_2024,2024,1,1,1,275.04,Nantes,Île-de-France,Particulier,2022-08-13,Produit_Tél_27,Téléphonie,DataStore,Moyen,Hiver,False,0.0,514 days
CMD-Q1-02256,CLI0412,PRD0021,4.0,78.18,312.72,2024-02-19,livrée,CB,Auvergne-RA,EUR,Q1_2024,2024,2,1,0,312.72,Nice,Auvergne-RA,Particulier,2022-05-18,Produit_Inf_21,Informatique,MediaShop,Moyen,Hiver,False,0.0,642 days
CMD-Q1-02257,CLI0204,PRD0045,3.0,55.24,165.72,2024-01-27,livrée,CB,Nouvelle-Aquitaine,EUR,Q1_2024,2024,1,1,5,165.72,Nantes,Auvergne-RA,Particulier,2022-03-10,Produit_Tél_45,Téléphonie,ElecPlus,Moyen,Hiver,False,0.0,688 days
CMD-Q1-02258,CLI0327,PRD0044,5.0,146.42,732.1,2024-02-06,en_cours,CB,Nouvelle-Aquitaine,EUR,Q1_2024,2024,2,1,1,732.0999999999999,Marseille,Occitanie,Particulier,2022-07-02,Produit_Tél_44,Téléphonie,MediaShop,Grand,Hiver,False,0.0,584 days
CMD-Q1-02259,CLI0099,PRD0143,6.0,104.0,624.0,2024-01-09,livrée,Chèque,Occitanie,EUR,Q1_2024,2024,1,1,1,624.0,Lille,Nouvelle-Aquitaine,PME,2021-05-03,Produit_Rés_143,Réseau,TechPro,Grand,Hiver,False,0.0,981 days
CMD-Q1-02260,CLI0106,PRD0105,9.0,408.15,3673.35,2024-02-13,livrée,CB,Île-de-France,EUR,Q1_2024,2024,2,1,1,3673.35,Bordeaux,Occitanie,Particulier,2021-04-21,Produit_Sto_105,Stockage,TechPro,Très grand,Hiver,False,0.0,1028 days
CMD-Q1-02261,CLI0231,PRD0102,1.0,23.26,23.26,2024-02-22,livrée,CB,Île-de-France,EUR,Q1_2024,2024,2,1,3,23.26,Marseille,PACA,Particulier,2022-02-11,Produit_Sto_102,Stockage,ElecPlus,Petit,Hiver,False,0.0,741 days
CMD-Q1-02262,CLI0007,PRD0094,8.0,167.61,1340.88,2024-02-17,livrée,CB,Auvergne-RA,EUR,Q1_2024,2024,2,1,5,1340.88,Lyon,Nouvelle-Aquitaine,Particulier,2021-04-20,Produit_Acc_94,Accessoires,ElecPlus,Grand,Hiver,False,0.0,1033 days
CMD-Q1-02263,CLI0198,PRD0122,4.0,108.11,432.44,2024-01-14,livrée,CB,Auvergne-RA,EUR,Q1_2024,2024,1,1,6,432.44,Paris,Nouvelle-Aquitaine,Grand Compte,2021-05-31,Produit_Sto_122,Stockage,ElecPlus,Moyen,Hiver,False,0.0,958 days
CMD-Q1-02264,CLI0438,PRD0140,4.0,84.52,338.08,2024-03-04,livrée,CB,Île-de-France,EUR,Q1_2024,2024,3,1,0,338.08,Lyon,Occitanie,PME,2021-08-17,Produit_Rés_140,Réseau,ElecPlus,Moyen,Printemps,False,0.0,930 days
CMD-Q1-02265,CLI0279,PRD0045,4.0,55.24,220.96,2024-03-02,livrée,Chèque,Île-de-France,EUR,Q1_2024,2024,3,1,5,220.96,Strasbourg,PACA,PME,2020-10-09,Produit_Tél_45,Téléphonie,ElecPlus,Moyen,Printemps,False,0.0,1240 days
CMD-Q1-02266,CLI0126,PRD0028,1.0,59.7,59.7,2024-02-14,livrée,CB,Nouvelle-Aquitaine,EUR,Q1_2024,2024,2,1,2,59.7,Nice,Île-de-France,Startup,2023-12-06,Produit_Tél_28,Téléphonie,TechPro,Petit,Hiver,False,0.0,70 days
CMD-Q1-02267,CLI0296,PRD0037,4.0,48.24,192.96,2024-01-06,livrée,Chèque,Île-de-France,EUR,Q1_2024,2024,1,1,5,192.96,Strasbourg,Île-de-France,PME,2023-10-30,Produit_Tél_37,Téléphonie,TechPro,Moyen,Hiver,False,0.0,68 days
CMD-Q1-02268,CLI0103,PRD0051,2.0,10.76,21.52,2024-01-19,livrée,CB,Île-de-France,EUR,Q1_2024,2024,1,1,4,21.52,Montpellier,Auvergne-RA,Particulier,2020-12-29,Produit_Tél_51,Téléphonie,TechPro,Petit,Hiver,False,0.0,1116 days
CMD-Q1-02269,CLI0372,PRD0135,4.0,112.71,450.84,2024-03-09,en_cours,Virement,Nouvelle-Aquitaine,EUR,Q1_2024,2024,3,1,5,450.84,Toulouse,Nouvelle-Aquitaine,Particulier,2022-12-24,Produit_Rés_135,Réseau,MediaShop,Moyen,Printemps,False,0.0,441 days
CMD-Q1-02270,CLI0376,PRD0041,5.0,48.15,240.75,2024-01-03,livrée,CB,PACA,EUR,Q1_2024,2024,1,1,2,240.75,Bordeaux,Auvergne-RA,Particulier,2020-08-17,Produit_Tél_41,Téléphonie,TechPro,Moyen,Hiver,False,0.0,1234 days
CMD-Q1-02271,CLI0140,PRD0101,5.0,52.8,264.0,2024-03-18,annulée,CB,Nouvelle-Aquitaine,EUR,Q1_2024,2024,3,1,0,264.0,Lille,Île-de-France,Startup,2023-12-19,Produit_Sto_101,Stockage,TechPro,Moyen,Printemps,True,264.0,90 days
CMD-Q1-02272,CLI0155,PRD0003,9.0,83.45,751.05,2024-02-03,livrée,CB,PACA,EUR,Q1_2024,2024,2,1,5,751.0500000000001,Marseille,PACA,PME,2021-09-28,Produit_Inf_3,Informatique,ElecPlus,Grand,Hiver,False,0.0,858 days
CMD-Q1-02273,CLI0021,PRD0015,2.0,80.47,160.94,2024-03-18,en_cours,CB,Île-de-France,EUR,Q1_2024,2024,3,1,0,160.94,Strasbourg,Auvergne-RA,Particulier,2021-03-13,Produit_Inf_15,Informatique,ElecPlus,Moyen,Printemps,False,0.0,1101 days
CMD-Q1-02274,CLI0222,PRD0041,6.0,48.15,288.9,2024-02-16,en_cours,PayPal,Île-de-France,EUR,Q1_2024,2024,2,1,4,288.9,Toulouse,Nouvelle-Aquitaine,PME,2021-09-20,Produit_Tél_41,Téléphonie,TechPro,Moyen,Hiver,False,0.0,879 days
CMD-Q1-02275,CLI0360,PRD0062,7.0,51.87,363.09,2024-02-09,livrée,CB,Auvergne-RA,EUR,Q1_2024,2024,2,1,4,363.09,Strasbourg,Auvergne-RA,Particulier,2023-08-06,Produit_Aud_62,Audio,TechPro,Moyen,Hiver,False,0.0,187 days
CMD-Q1-02276,CLI0381,PRD0104,6.0,81.27,487.62,2024-01-28,annulée,Virement,Nouvelle-Aquitaine,EUR,Q1_2024,2024,1,1,6,487.62,Lyon,Auvergne-RA,Particulier,2023-01-07,Produit_Sto_104,Stockage,MediaShop,Moyen,Hiver,True,487.62,386 days
CMD-Q1-02277,CLI0228,PRD0018,7.0,121.33,849.31,2024-03-24,livrée,CB,Nouvelle-Aquitaine,EUR,Q1_2024,2024,3,1,6,849.31,Paris,Occitanie,Grand Compte,2023-05-08,Produit_Inf_18,Informatique,MediaShop,Grand,Printemps,False,0.0,321 days
CMD-Q1-02278,CLI0111,PRD0106,8.0,52.42,419.36,2024-03-29,livrée,Virement,Nouvelle-Aquitaine,EUR,Q1_2024,2024,3,1,4,419.36,Montpellier,PACA,Startup,2020-08-13,Produit_Sto_106,Stockage,MediaShop,Moyen,Printemps,False,0.0,1324 days
CMD-Q1-02279,CLI0171,PRD0029,8.0,149.76,1198.08,2024-02-22,livrée,PayPal,Auvergne-RA,EUR,Q1_2024,2024,2,1,3,1198.08,Lyon,Auvergne-RA,Particulier,2020-10-29,Produit_Tél_29,Téléphonie,TechPro,Grand,Hiver,False,0.0,1211 days
CMD-Q1-02280,CLI0066,PRD0092,7.0,159.37,1115.59,2024-01-13,livrée,Virement,Île-de-France,EUR,Q1_2024,2024,1,1,5,1115.5900000000001,Nantes,Île-de-France,PME,2021-07-20,Produit_Acc_92,Accessoires,TechPro,Grand,Hiver,False,0.0,907 days
CMD-Q1-02281,CLI0498,PRD0070,6.0,28.37,170.22,2024-01-08,livrée,CB,Auvergne-RA,EUR,Q1_2024,2024,1,1,0,170.22,Lyon,Nouvelle-Aquitaine,Particulier,2020-06-18,Produit_Aud_70,Audio,ElecPlus,Moyen,Hiver,False,0.0,1299 days
CMD-Q1-02282,CLI0046,PRD0114,1.0,61.01,61.01,2024-03-08,livrée,CB,Nouvelle-Aquitaine,EUR,Q1_2024,2024,3,1,4,61.01,Nice,Occitanie,Particulier,2022-04-24,Produit_Sto_114,Stockage,MediaShop,Petit,Printemps,False,0.0,684 days
CMD-Q1-02283,CLI0059,PRD0145,9.0,54.52,490.68,2024-03-07,en_cours,Virement,Auvergne-RA,EUR,Q1_2024,2024,3,1,3,490.68,Montpellier,Occitanie,Particulier,2023-03-26,Produit_Rés_145,Réseau,MediaShop,Moyen,Printemps,False,0.0,347 days
CMD-Q1-02284,CLI0492,PRD0108,9.0,100.76,906.84,2024-01-08,livrée,Virement,Occitanie,EUR,Q1_2024,2024,1,1,0,906.84,Marseille,Occitanie,PME,2022-03-13,Produit_Sto_108,Stockage,DataStore,Grand,Hiver,False,0.0,666 days
CMD-Q1-02285,CLI0295,PRD0091,8.0,75.28,602.24,2024-02-27,livrée,CB,Île-de-France,EUR,Q1_2024,2024,2,1,1,602.24,Nantes,Île-de-France,PME,2022-08-04,Produit_Acc_91,Accessoires,TechPro,Grand,Hiver,False,0.0,572 days
CMD-Q1-02286,CLI0296,PRD0038,2.0,45.83,91.66,2024-02-25,en_cours,CB,PACA,EUR,Q1_2024,2024,2,1,6,91.66,Strasbourg,Île-de-France,PME,2023-10-30,Produit_Tél_38,Téléphonie,MediaShop,Petit,Hiver,False,0.0,118 days
CMD-Q1-02287,CLI0041,PRD0081,2.0,49.36,98.72,2024-01-20,livrée,CB,Île-de-France,EUR,Q1_2024,2024,1,1,5,98.72,Lille,Île-de-France,Grand Compte,2020-10-03,Produit_Acc_81,Accessoires,ElecPlus,Petit,Hiver,False,0.0,1204 days
CMD-Q1-02288,CLI0119,PRD0013,4.0,59.14,236.56,2024-01-17,en_cours,CB,Nouvelle-Aquitaine,EUR,Q1_2024,2024,1,1,2,236.56,Toulouse,Occitanie,Particulier,2022-11-29,Produit_Inf_13,Informatique,ElecPlus,Moyen,Hiver,False,0.0,414 days
CMD-Q1-02289,CLI0295,PRD0056,2.0,46.62,93.24,2024-01-14,livrée,CB,Île-de-France,EUR,Q1_2024,2024,1,1,6,93.24,Nantes,Île-de-France,PME,2022-08-04,Produit_Aud_56,Audio,TechPro,Petit,Hiver,False,0.0,528 days
CMD-Q1-02290,CLI0461,PRD0060,9.0,436.88,3931.92,2024-01-30,livrée,CB,PACA,EUR,Q1_2024,2024,1,1,1,3931.92,Strasbourg,Occitanie,PME,2021-08-19,Produit_Aud_60,Audio,DataStore,Très grand,Hiver,False,0.0,894 days
CMD-Q1-02291,CLI0156,PRD0095,3.0,106.83,320.49,2024-03-13,livrée,CB,PACA,EUR,Q1_2024,2024,3,1,2,320.49,Paris,PACA,Particulier,2020-04-09,Produit_Acc_95,Accessoires,MediaShop,Moyen,Printemps,False,0.0,1434 days
CMD-Q1-02292,CLI0117,PRD0063,7.0,86.81,607.67,2024-02-26,livrée,Virement,Auvergne-RA,EUR,Q1_2024,2024,2,1,0,607.6700000000001,Nice,Île-de-France,PME,2023-07-08,Produit_Aud_63,Audio,ElecPlus,Grand,Hiver,False,0.0,233 days
CMD-Q1-02293,CLI0347,PRD0107,8.0,101.48,811.84,2024-02-21,en_cours,PayPal,Auvergne-RA,EUR,Q1_2024,2024,2,1,2,811.84,Marseille,PACA,Grand Compte,2022-07-31,Produit_Sto_107,Stockage,ElecPlus,Grand,Hiver,False,0.0,570 days
CMD-Q1-02294,CLI0214,PRD0073,9.0,200.41,1803.69,2024-01-10,en_cours,CB,Occitanie,EUR,Q1_2024,2024,1,1,2,1803.69,Bordeaux,Auvergne-RA,PME,2021-03-22,Produit_Aud_73,Audio,TechPro,Grand,Hiver,False,0.0,1024 days
CMD-Q1-02295,CLI0433,PRD0032,2.0,109.17,218.34,2024-03-14,en_cours,CB,Nouvelle-Aquitaine,EUR,Q1_2024,2024,3,1,3,218.34,Nice,Nouvelle-Aquitaine,Particulier,2023-05-12,Produit_Tél_32,Téléphonie,TechPro,Moyen,Printemps,False,0.0,307 days
CMD-Q1-02296,CLI0494,PRD0020,6.0,304.72,1828.32,2024-02-23,livrée,CB,Nouvelle-Aquitaine,EUR,Q1_2024,2024,2,1,4,1828.3200000000002,Montpellier,Auvergne-RA,Particulier,2023-10-11,Produit_Inf_20,Informatique,TechPro,Grand,Hiver,False,0.0,135 days
CMD-Q1-02297,CLI0402,PRD0125,3.0,31.95,95.85,2024-03-23,livrée,CB,Auvergne-RA,EUR,Q1_2024,2024,3,1,5,95.85,Paris,Île-de-France,PME,2022-10-12,Produit_Rés_125,Réseau,TechPro,Petit,Printemps,False,0.0,528 days
CMD-Q1-02298,CLI0137,PRD0029,6.0,149.76,898.56,2024-03-08,livrée,Virement,PACA,EUR,Q1_2024,2024,3,1,4,898.56,Marseille,Nouvelle-Aquitaine,Particulier,2023-03-22,Produit_Tél_29,Téléphonie,TechPro,Grand,Printemps,False,0.0,352 days
CMD-Q1-02299,CLI0002,PRD0125,1.0,31.95,31.95,2024-02-14,livrée,Virement,Île-de-France,EUR,Q1_2024,2024,2,1,2,31.95,Lyon,Nouvelle-Aquitaine,Particulier,2022-08-11,Produit_Rés_125,Réseau,TechPro,Petit,Hiver,False,0.0,552 days
CMD-Q1-02300,CLI0185,PRD0085,6.0,181.81,1090.86,2024-03-26,livrée,Virement,Occitanie,EUR,Q1_2024,2024,3,1,1,1090.8600000000001,Nice,Nouvelle-Aquitaine,Particulier,2020-01-02,Produit_Acc_85,Accessoires,DataStore,Grand,Printemps,False,0.0,1545 days
CMD-Q1-02301,CLI0294,PRD0037,1.0,48.24,48.24,2024-03-14,retournée,Virement,Nouvelle-Aquitaine,EUR,Q1_2024,2024,3,1,3,48.24,Paris,Île-de-France,Particulier,2020-09-26,Produit_Tél_37,Téléphonie,TechPro,Petit,Printemps,False,0.0,1265 days
CMD-Q1-02302,CLI0169,PRD0051,2.0,10.76,21.52,2024-03-07,livrée,CB,Auvergne-RA,EUR,Q1_2024,2024,3,1,3,21.52,Strasbourg,Auvergne-RA,PME,2022-10-11,Produit_Tél_51,Téléphonie,TechPro,Petit,Printemps,False,0.0,513 days
CMD-Q1-02303,CLI0325,PRD0145,5.0,54.52,272.6,2024-02-25,retournée,CB,Île-de-France,EUR,Q1_2024,2024,2,1,6,272.6,Montpellier,PACA,Particulier,2023-02-15,Produit_Rés_145,Réseau,MediaShop,Moyen,Hiver,False,0.0,375 days
CMD-Q1-02304,CLI0333,PRD0058,9.0,118.62,1067.58,2024-02-04,livrée,CB,Occitanie,EUR,Q1_2024,2024,2,1,6,1067.58,Strasbourg,Nouvelle-Aquitaine,Startup,2020-07-19,Produit_Aud_58,Audio,TechPro,Grand,Hiver,False,0.0,1295 days
CMD-Q1-02305,CLI0063,PRD0085,4.0,181.81,727.24,2024-03-06,livrée,CB,Île-de-France,EUR,Q1_2024,2024,3,1,2,727.24,Montpellier,Nouvelle-Aquitaine,Particulier,2022-09-30,Produit_Acc_85,Accessoires,DataStore,Grand,Printemps,False,0.0,523 days
CMD-Q1-02306,CLI0487,PRD0129,7.0,124.46,871.22,2024-01-08,livrée,Virement,PACA,EUR,Q1_2024,2024,1,1,0,871.2199999999999,Nice,Occitanie,Particulier,2021-01-22,Produit_Rés_129,Réseau,ElecPlus,Grand,Hiver,False,0.0,1081 days
CMD-Q1-02307,CLI0169,PRD0035,8.0,17.54,140.32,2024-02-17,livrée,CB,Île-de-France,EUR,Q1_2024,2024,2,1,5,140.32,Strasbourg,Auvergne-RA,PME,2022-10-11,Produit_Tél_35,Téléphonie,MediaShop,Moyen,Hiver,False,0.0,494 days
CMD-Q1-02308,CLI0025,PRD0068,6.0,12.48,74.88,2024-01-13,livrée,CB,Île-de-France,EUR,Q1_2024,2024,1,1,5,74.88,Lyon,Nouvelle-Aquitaine,Particulier,2022-09-10,Produit_Aud_68,Audio,TechPro,Petit,Hiver,False,0.0,490 days
CMD-Q1-02309,CLI0110,PRD0070,4.0,28.37,113.48,2024-01-13,retournée,Chèque,PACA,EUR,Q1_2024,2024,1,1,5,113.48,Nice,Occitanie,Particulier,2022-07-27,Produit_Aud_70,Audio,ElecPlus,Moyen,Hiver,False,0.0,535 days
CMD-Q1-02310,CLI0372,PRD0072,3.0,121.78,365.34,2024-01-11,livrée,PayPal,Île-de-France,EUR,Q1_2024,2024,1,1,3,365.34000000000003,Toulouse,Nouvelle-Aquitaine,Particulier,2022-12-24,Produit_Aud_72,Audio,MediaShop,Moyen,Hiver,False,0.0,383 days
CMD-Q1-02311,CLI0186,PRD0091,4.0,75.28,301.12,2024-02-24,livrée,Virement,Nouvelle-Aquitaine,EUR,Q1_2024,2024,2,1,5,301.12,Strasbourg,Nouvelle-Aquitaine,PME,2022-06-27,Produit_Acc_91,Accessoires,TechPro,Moyen,Hiver,False,0.0,607 days
